CASEID,MARITAL,AGEWED,DIVORCE,WIDOWED
 9909,1,31,2,0
 9910,3,23,0,0
 9911,1,20,2,0
 9912,1,22,2,0
 9913,5, 0,0,0
 9914,1,22,2,0
 9915,1,26,1,0
 9916,1,19,2,0
 9917,5, 0,0,0
 9918,4,33,0,0
 9919,1,99,2,0
 9920,2,22,2,0
 9921,2,36,2,0
 9922,5, 0,0,0
 9923,4,20,0,0
 9924,5, 0,0,0
 9925,1,21,2,0
 9926,3,21,0,0
 9927,1,22,2,0
 9928,1,21,2,0
 9929,1,21,2,0
 9930,5, 0,0,0
 9931,5, 0,0,0
 9932,1,21,2,0
 9933,5, 0,0,0
 9934,1,28,2,0
 9935,5, 0,0,0
 9936,2,19,2,0
 9937,1,23,2,0
 9938,1,21,2,0
 9939,1,24,2,0
 9940,1,32,2,0
 9941,1,19,2,0
 9942,2,25,2,0
 9943,2,22,2,0
 9944,2,22,1,0
 9945,2,22,2,0
 9946,2,25,2,0
 9947,1,24,2,0
 9948,2,24,2,0
 9949,1,26,2,0
 9950,1,23,2,0
 9951,1,20,2,0
 9952,1,22,2,0
 9953,1,24,2,0
 9954,1,17,2,0
 9955,1,16,2,0
 9956,1,26,2,0
 9957,1,20,2,0
 9958,1,23,2,0
 9959,3,22,0,0
 9960,1,16,2,0
 9961,5, 0,0,0
 9962,1,19,1,0
 9963,1,23,2,0
 9964,2,17,2,0
 9965,5, 0,0,0
 9966,1,21,1,0
 9967,1,21,2,0
 9968,1,20,2,0
 9969,1,18,2,0
 9970,1,22,2,0
 9971,1,25,2,0
 9972,1,19,1,0
 9973,4,21,0,0
 9974,1,24,1,0
 9975,1,18,2,0
 9976,1,23,2,0
 9977,1,24,2,0
 9978,1,22,2,0
 9979,1,20,2,0
 9980,1,36,2,0
 9981,5, 0,0,0
 9982,5, 0,0,0
 9983,1,17,2,0
 9984,4,17,0,0
 9985,1,26,2,0
 9986,1,18,2,0
 9987,5, 0,0,0
 9988,2,22,2,0
 9989,3,21,0,0
 9990,1,18,1,0
 9991,5, 0,0,0
 9992,1,23,2,0
 9993,3,18,0,0
 9994,4,18,0,0
 9995,1,19,2,0
 9996,2,20,2,0
 9997,1,22,2,0
 9998,1,22,2,0
 9999,2,17,1,0
10000,4,22,0,0
10001,1,20,2,0
10002,5, 0,0,0
10003,5, 0,0,0
10004,1,17,2,0
10005,5, 0,0,0
10006,1,28,2,0
10007,1,18,2,0
10008,1,16,2,0
10009,1,24,2,0
10010,5, 0,0,0
10011,5, 0,0,0
10012,1,28,2,0
10013,5, 0,0,0
10014,1,30,2,0
10015,1,21,2,0
10016,1,19,2,0
10017,1,24,2,0
10018,1,26,2,0
10019,1,24,2,0
10020,1,17,1,0
10021,3,25,0,0
10022,1,19,2,0
10023,3,20,0,0
10024,1,25,2,0
10025,1,25,2,0
10026,1,22,2,0
10027,1,18,2,0
10028,1,18,1,0
10029,1,20,1,0
10030,3,22,0,0
10031,5, 0,0,0
10032,5, 0,0,0
10033,1,19,2,0
10034,1,17,2,0
10035,5, 0,0,0
10036,5, 0,0,0
10037,3,20,0,0
10038,5, 0,0,0
10039,1,26,2,0
10040,5, 0,0,0
10041,1,25,2,0
10042,3,21,0,0
10043,5, 0,0,0
10044,1,19,1,0
10045,1,26,2,0
10046,1,19,2,0
10047,1,26,2,0
10048,1,26,2,0
10049,3,26,0,0
10050,1,23,2,0
10051,2,42,2,0
10052,1,25,2,0
10053,1,22,2,0
10054,1,24,2,0
10055,5, 0,0,0
10056,1,21,1,0
10057,1,21,2,0
10058,5, 0,0,0
10059,3,23,0,0
10060,1,33,2,0
10061,1,21,2,0
10062,5, 0,0,0
10063,1,19,2,0
10064,1,21,2,0
10065,5, 0,0,0
10066,2,23,2,0
10067,1,18,2,0
10068,1,17,1,0
10069,1,21,2,0
10070,2,24,2,0
10071,2,21,2,0
10072,2,18,1,0
10073,2,27,2,0
10074,2,26,2,0
10075,2,47,2,0
10076,1,26,2,0
10077,1,21,2,0
10078,2,18,2,0
10079,5, 0,0,0
10080,1,20,2,0
10081,1,18,2,0
10082,1,20,1,0
10083,1,32,2,0
10084,1,20,2,0
10085,1,19,2,0
10086,2,28,2,0
10087,5, 0,0,0
10088,5, 0,0,0
10089,1,20,2,0
10090,1,16,1,0
10091,1,21,2,0
10092,1,21,2,0
10093,1,18,2,0
10094,5, 0,0,0
10095,5, 0,0,0
10096,3,24,0,0
10097,5, 0,0,0
10098,5, 0,0,0
10099,2,20,2,0
10100,1,21,2,0
10101,1,24,2,0
10102,1,21,2,0
10103,1,16,1,0
10104,1,25,2,0
10105,1,24,2,0
10106,1,29,2,0
10107,2,18,2,0
10108,1,21,2,0
10109,1,19,2,0
10110,1,23,2,0
10111,1,24,2,0
10112,1,25,2,0
10113,1,24,2,0
10114,5, 0,0,0
10115,1,28,2,0
10116,1,24,2,0
10117,1,21,2,0
10118,1,30,2,0
10119,1,19,2,0
10120,1,27,2,0
10121,1,21,2,0
10122,1,23,2,0
10123,1,23,2,0
10124,1,19,1,0
10125,5, 0,0,0
10126,1,19,2,0
10127,1,22,2,0
10128,1,18,1,0
10129,1,23,2,0
10130,3,25,0,0
10131,5, 0,0,0
10132,5, 0,0,0
10133,1,18,1,0
10134,3,39,0,0
10135,5, 0,0,0
10136,5, 0,0,0
10137,2,20,2,0
10138,5, 0,0,0
10139,1,18,2,0
10140,1,18,2,0
10141,2,16,2,0
10142,5, 0,0,0
10143,3,24,0,0
10144,1,17,1,0
10145,4,18,0,0
10146,1,20,2,0
10147,1,29,2,0
10148,1,19,2,0
10149,1,22,2,0
10150,1,24,2,0
10151,4,21,0,0
10152,2,18,2,0
10153,1,16,1,0
10154,1,27,2,0
10155,1,21,2,0
10156,1,23,2,0
10157,1,18,2,0
10158,1,19,1,0
10159,1,21,2,0
10160,5, 0,0,0
10161,1,19,2,0
10162,1,21,2,0
10163,1,21,2,0
10164,1,26,2,0
10165,1,16,1,0
10166,1,18,2,0
10167,1,21,2,0
10168,1,19,1,0
10169,1,16,1,0
10170,1,24,2,0
10171,1,20,2,0
10172,1,15,1,0
10173,1,18,1,0
10174,1,22,2,0
10175,1,20,2,0
10176,1,24,2,0
10177,1,17,1,0
10178,1,21,2,0
10179,1,21,2,0
10180,1,23,2,0
10181,1,25,2,0
10182,1,18,1,0
10183,3,35,0,0
10184,4,19,0,0
10185,5, 0,0,0
10186,1,17,2,0
10187,3,18,0,0
10188,3,21,0,0
10189,1,23,2,0
10190,3,19,0,0
10191,1,23,2,0
10192,3,15,0,0
10193,1,21,1,0
10194,5, 0,0,0
10195,5, 0,0,0
10196,5, 0,0,0
10197,3,23,0,0
10198,3,18,0,0
10199,1,17,1,0
10200,1,30,2,0
10201,1,21,2,0
10202,1,22,2,0
10203,1,21,2,0
10204,1,35,2,0
10205,1,99,9,0
10206,4,24,0,0
10207,5, 0,0,0
10208,3,18,0,0
10209,1,19,2,0
10210,1,22,1,0
10211,1,20,2,0
10212,5, 0,0,0
10213,1,22,2,0
10214,1,31,2,0
10215,1,17,2,0
10216,1,13,2,0
10217,1,25,2,0
10218,1,19,1,0
10219,1,20,2,0
10220,1,16,1,0
10221,1,17,1,0
10222,3,15,0,0
10223,1,21,2,0
10224,1,18,9,0
10225,1,24,2,0
10226,1,21,2,0
10227,1,21,1,0
10228,1,19,2,0
10229,1,19,2,0
10230,1,18,2,0
10231,1,21,2,0
10232,1,20,2,0
10233,1,17,2,0
10234,1,17,2,0
10235,5, 0,0,0
10236,1,16,1,0
10237,5, 0,0,0
10238,1,24,2,0
10239,2,18,1,0
10240,1,20,2,0
10241,4,20,0,0
10242,1,17,2,0
10243,2,21,1,0
10244,5, 0,0,0
10245,4,18,0,0
10246,1,20,2,0
10247,1,23,2,0
10248,2,22,2,0
10249,1,18,1,0
10250,4,18,0,0
10251,1,17,1,0
10252,5, 0,0,0
10253,3,16,0,0
10254,2,17,1,0
10255,1,18,2,0
10256,1,23,2,0
10257,1,17,1,0
10258,5, 0,0,0
10259,3,20,0,0
10260,1,19,1,0
10261,2,19,1,0
10262,3,18,0,0
10263,5, 0,0,0
10264,3,22,0,0
10265,1,18,1,0
10266,1,25,2,0
10267,5, 0,0,0
10268,3,17,0,0
10269,3,21,0,0
10270,1,17,2,0
10271,1,17,1,0
10272,2,16,1,0
10273,1,24,2,0
10274,1,21,2,0
10275,5, 0,0,0
10276,2,24,1,0
10277,1,20,2,0
10278,1,21,2,0
10279,1,17,1,0
10280,3,18,0,0
10281,1,18,2,0
10282,1,18,2,0
10283,5, 0,0,0
10284,1,16,1,0
10285,1,27,2,0
10286,1,21,2,0
10287,2,25,2,0
10288,4,18,0,0
10289,1,15,2,0
10290,1,28,2,0
10291,2,17,1,0
10292,1,16,1,0
10293,1,20,2,0
10294,1,22,2,0
10295,1,21,1,0
10296,1,18,2,0
10297,5, 0,0,0
10298,5, 0,0,0
10299,5, 0,0,0
10300,5, 0,0,0
10301,5, 0,0,0
10302,5, 0,0,0
10303,1,99,2,0
10304,5, 0,0,0
10305,5, 0,0,0
10306,2,35,2,0
10307,1,23,2,0
10308,1,20,2,0
10309,1,17,2,0
10310,1,18,2,0
10311,1,30,1,0
10312,5, 0,0,0
10313,5, 0,0,0
10314,1,21,2,0
10315,1,19,2,0
10316,1,27,2,0
10317,3,24,0,0
10318,1,19,2,0
10319,3,20,0,0
10320,5, 0,0,0
10321,5, 0,0,0
10322,2,18,1,0
10323,3,16,0,0
10324,1,18,1,0
10325,1,27,2,0
10326,3,19,0,0
10327,5, 0,0,0
10328,2,19,1,0
10329,3,23,0,0
10330,1,16,1,0
10331,1,28,2,0
10332,4,25,0,0
10333,5, 0,0,0
10334,5, 0,0,0
10335,1,29,2,0
10336,4,22,0,0
10337,1,19,2,0
10338,2,20,2,0
10339,1,23,1,0
10340,1,25,2,0
10341,1,19,2,0
10342,1,21,2,0
10343,1,20,2,0
10344,5, 0,0,0
10345,1,22,2,0
10346,1,21,2,0
10347,3,25,0,0
10348,1,27,1,0
10349,4,19,0,0
10350,1,22,2,0
10351,1,24,1,0
10352,1,20,2,0
10353,5, 0,0,0
10354,4,23,0,0
10355,1,23,2,0
10356,5, 0,0,0
10357,1,20,2,0
10358,5, 0,0,0
10359,1,37,2,0
10360,3,25,0,0
10361,1,19,1,0
10362,1,22,2,0
10363,1,22,2,0
10364,1,21,2,0
10365,1,18,2,0
10366,3,24,0,0
10367,1,19,2,0
10368,1,19,1,0
10369,3,20,0,0
10370,1,16,1,0
10371,1,29,2,0
10372,2,33,2,0
10373,1,23,2,0
10374,3,19,0,0
10375,1,24,2,0
10376,3,18,0,0
10377,5, 0,0,0
10378,2,17,1,0
10379,1,20,2,0
10380,5, 0,0,0
10381,1,18,1,0
10382,1,19,2,0
10383,2,27,1,0
10384,1,62,2,0
10385,5, 0,0,0
10386,3,22,0,0
10387,1,19,2,0
10388,3,22,0,0
10389,3,18,0,0
10390,1,21,2,0
10391,1,18,2,0
10392,1,20,2,0
10393,3,21,0,0
10394,3,21,0,0
10395,3,19,0,0
10396,1,18,2,0
10397,1,24,1,0
10398,1,25,2,0
10399,1,22,2,0
10400,1,18,1,0
10401,1,21,2,0
10402,3,18,0,0
10403,1,25,2,0
10404,1,19,2,0
10405,5, 0,0,0
10406,3,22,0,0
10407,1,22,1,0
10408,1,21,2,0
10409,1,23,2,0
10410,5, 0,0,0
10411,4,23,0,0
10412,1,20,1,0
10413,1,21,2,0
10414,1,22,2,0
10415,1,24,2,0
10416,3,27,0,0
10417,1,30,2,0
10418,2,17,1,0
10419,5, 0,0,0
10420,1,35,1,0
10421,5, 0,0,0
10422,3,21,0,0
10423,1,21,2,0
10424,1,23,2,0
10425,5, 0,0,0
10426,1,25,2,0
10427,1,20,2,0
10428,1,19,2,0
10429,1,19,1,0
10430,1,19,1,0
10431,1,19,1,0
10432,3,19,0,0
10433,1,16,1,0
10434,1,25,1,0
10435,1,22,1,0
10436,2,28,2,0
10437,2,18,2,0
10438,1,19,2,0
10439,2,19,2,0
10440,3,18,0,0
10441,1,25,2,0
10442,1,20,2,0
10443,3,21,0,0
10444,1,23,2,0
10445,1,22,2,0
10446,1,18,2,0
10447,1,21,2,0
10448,1,19,2,0
10449,1,27,2,0
10450,1,20,2,0
10451,5, 0,0,0
10452,1,20,2,0
10453,1,20,2,0
10454,1,24,2,0
10455,1,20,2,0
10456,1,22,2,0
10457,5, 0,0,0
10458,1,27,2,0
10459,1,19,2,0
10460,5, 0,0,0
10461,2,18,2,0
10462,1,23,2,0
10463,1,31,2,0
10464,2,23,2,0
10465,1,34,2,0
10466,2,22,2,0
10467,1,28,2,0
10468,2,29,2,0
10469,5, 0,0,0
10470,1,20,2,0
10471,5, 0,0,0
10472,1,32,2,0
10473,1,20,2,0
10474,1,19,2,0
10475,1,31,2,0
10476,1,20,2,0
10477,2,26,2,0
10478,1,22,2,0
10479,1,22,2,0
10480,1,19,2,0
10481,5, 0,0,0
10482,2,23,2,0
10483,2,21,2,0
10484,1,23,2,0
10485,5, 0,0,0
10486,1,20,2,0
10487,1,19,2,0
10488,1,19,2,0
10489,1,17,1,0
10490,1,22,2,0
10491,1,19,2,0
10492,1,20,2,0
10493,1,23,2,0
10494,1,24,2,0
10495,2,15,2,0
10496,1,23,2,0
10497,1,21,2,0
10498,1,19,2,0
10499,1,28,2,0
10500,1,20,2,0
10501,1,19,2,0
10502,1,21,2,0
10503,1,19,2,0
10504,1,25,2,0
10505,1,18,2,0
10506,1,25,2,0
10507,3,19,0,0
10508,3,16,0,0
10509,1,17,2,0
10510,1,21,2,0
10511,1,25,2,0
10512,2,18,2,0
10513,1,20,2,0
10514,1,22,2,0
10515,1,23,2,0
10516,5, 0,0,0
10517,5, 0,0,0
10518,5, 0,0,0
10519,1,20,2,0
10520,1,19,2,0
10521,1,21,2,0
10522,1,17,2,0
10523,1,24,2,0
10524,1,24,2,0
10525,5, 0,0,0
10526,1,29,2,0
10527,2,20,2,0
10528,5, 0,0,0
10529,1,23,2,0
10530,5, 0,0,0
10531,5, 0,0,0
10532,1,19,1,0
10533,1,19,2,0
10534,1,23,2,0
10535,1,16,1,0
10536,5, 0,0,0
10537,1,23,2,0
10538,5, 0,0,0
10539,1,23,1,0
10540,1,22,2,0
10541,1,22,2,0
10542,1,22,2,0
10543,5, 0,0,0
10544,1,19,2,0
10545,5, 0,0,0
10546,2,26,1,0
10547,1,19,2,0
10548,2,18,2,0
10549,1,24,2,0
10550,1,18,2,0
10551,1,21,1,0
10552,1,24,2,0
10553,3,17,0,0
10554,1,17,2,0
10555,1,23,2,0
10556,1,16,1,0
10557,1,26,2,0
10558,1,21,2,0
10559,3,19,0,0
10560,1,21,2,0
10561,1,19,2,0
10562,1,35,2,0
10563,1,16,2,0
10564,2,22,2,0
10565,1,19,1,0
10566,3,30,0,0
10567,5, 0,0,0
10568,1,27,1,0
10569,2,17,1,0
10570,1,17,2,0
10571,1,19,1,0
10572,1,21,2,0
10573,1,26,2,0
10574,1,23,2,0
10575,1,21,2,0
10576,1,19,2,0
10577,1,21,2,0
10578,2,22,2,0
10579,5, 0,0,0
10580,1,17,2,0
10581,1,22,2,0
10582,1,28,2,0
10583,5, 0,0,0
10584,1,22,2,0
10585,1,19,1,0
10586,4,20,0,0
10587,1,17,2,0
10588,1,32,2,0
10589,1,21,2,0
10590,1,19,2,0
10591,1,19,2,0
10592,1,18,2,0
10593,1,23,2,0
10594,5, 0,0,0
10595,1,25,2,0
10596,2,18,2,0
10597,1,18,2,0
10598,1,20,2,0
10599,1,30,2,0
10600,1,25,2,0
10601,1,22,2,0
10602,1,32,2,0
10603,1,28,2,0
10604,1,20,2,0
10605,1,19,2,0
10606,1,18,2,0
10607,1,28,2,0
10608,5, 0,0,0
10609,3,21,0,0
10610,3,15,0,0
10611,1,18,2,0
10612,1,24,2,0
10613,4,17,0,0
10614,1,18,1,0
10615,1,20,1,0
10616,1,27,2,0
10617,1,23,2,0
10618,1,17,2,0
10619,2,25,2,0
10620,1,21,2,0
10621,3,20,0,0
10622,1,20,2,0
10623,2,22,2,0
10624,1,16,2,0
10625,1,30,2,0
10626,1,24,2,0
10627,3,27,0,0
10628,1,18,2,0
10629,1,18,2,0
10630,4,16,0,0
10631,1,19,2,0
10632,1,19,2,0
10633,3,19,0,0
10634,1,18,2,0
10635,1,16,1,0
10636,1,28,2,0
10637,2,22,2,0
10638,1,19,2,0
10639,1,24,2,0
10640,1,18,2,0
10641,1,19,2,0
10642,1,17,2,0
10643,1,31,2,0
10644,2,31,2,0
10645,1,23,2,0
10646,3,17,0,0
10647,2,19,2,0
10648,4,15,0,0
10649,1,19,9,0
10650,2,18,2,0
10651,1,19,2,0
10652,1,18,2,0
10653,5, 0,0,0
10654,1,21,2,0
10655,2,18,2,0
10656,1,26,2,0
10657,1,19,2,0
10658,3,20,0,0
10659,1,19,2,0
10660,1,38,2,0
10661,1,23,2,0
10662,1,18,2,0
10663,1,40,2,0
10664,1,20,2,0
10665,1,22,2,0
10666,1,21,2,0
10667,2,30,2,0
10668,1,99,9,0
10669,5, 0,0,0
10670,1,21,2,0
10671,5, 0,0,0
10672,1,25,2,0
10673,5, 0,0,0
10674,2,23,2,0
10675,1,21,2,0
10676,1,22,2,0
10677,1,22,2,0
10678,5, 0,0,0
10679,2,23,2,0
10680,1,26,2,0
10681,2,18,2,0
10682,1,26,2,0
10683,1,25,2,0
10684,1,22,2,0
10685,5, 0,0,0
10686,5, 0,0,0
10687,1,24,2,0
10688,4,18,0,0
10689,3,17,0,0
10690,2,26,2,0
10691,1,24,2,0
10692,1,21,2,0
10693,1,18,2,0
10694,1,21,2,0
10695,1,20,2,0
10696,1,25,2,0
10697,5, 0,0,0
10698,5, 0,0,0
10699,5, 0,0,0
10700,4,17,0,0
10701,1,26,2,0
10702,4,29,0,0
10703,4,19,0,0
10704,1,29,2,0
10705,3,21,0,0
10706,5, 0,0,0
10707,5, 0,0,0
10708,1,21,2,0
10709,5, 0,0,0
10710,1,28,2,0
10711,5, 0,0,0
10712,1,27,2,0
10713,5, 0,0,0
10714,1,21,2,0
10715,3,24,0,0
10716,1,21,2,0
10717,4,17,0,0
10718,4,18,0,0
10719,1,20,2,0
10720,2,25,2,0
10721,3,16,0,0
10722,1,27,2,0
10723,1,29,2,0
10724,5, 0,0,0
10725,1,24,2,0
10726,4,27,0,0
10727,4,18,0,0
10728,1,18,2,0
10729,1,21,2,0
10730,2,20,2,0
10731,1,21,2,0
10732,1,27,2,0
10733,1,30,2,0
10734,1,19,2,0
10735,1,23,2,0
10736,1,22,2,0
10737,1,25,2,0
10738,5, 0,0,0
10739,1,19,2,0
10740,5, 0,0,0
10741,4,19,0,0
10742,4,35,0,0
10743,5, 0,0,0
10744,1,20,2,0
10745,4,28,0,0
10746,3,23,0,0
10747,5, 0,0,0
10748,1,24,2,0
10749,1,26,2,0
10750,5, 0,0,0
10751,1,18,2,0
10752,1,23,2,0
10753,1,21,2,0
10754,1,25,2,0
10755,5, 0,0,0
10756,1,21,2,0
10757,1,21,2,0
10758,1,23,1,0
10759,5, 0,0,0
10760,5, 0,0,0
10761,4,23,0,0
10762,5, 0,0,0
10763,1,19,2,0
10764,1,21,1,0
10765,5, 0,0,0
10766,1,19,2,0
10767,1,18,2,0
10768,1,21,2,0
10769,1,20,1,0
10770,1,23,2,0
10771,2,18,2,0
10772,1,19,2,0
10773,5, 0,0,0
10774,1,21,2,0
10775,5, 0,0,0
10776,3,17,0,0
10777,1,20,1,0
10778,3,18,0,0
10779,1,29,2,0
10780,1,19,2,0
10781,1,24,2,0
10782,1,25,2,0
10783,1,23,2,0
10784,1,17,1,0
10785,3,19,0,0
10786,1,21,1,0
10787,1,20,2,0
10788,5, 0,0,0
10789,1,20,2,0
10790,3,17,0,0
10791,2,20,1,0
10792,1,21,1,0
10793,1,22,1,0
10794,1,24,2,0
10795,3,21,0,0
10796,1,20,2,0
10797,1,24,2,0
10798,1,19,2,0
10799,1,30,2,0
10800,5, 0,0,0
10801,1,20,2,0
10802,1,19,2,0
10803,1,18,2,0
10804,1,20,2,0
10805,1,21,2,0
10806,1,21,2,0
10807,1,23,2,0
10808,5, 0,0,0
10809,1,25,2,0
10810,5, 0,0,0
10811,1,27,2,0
10812,1,21,2,0
10813,1,23,2,0
10814,1,25,2,0
10815,1,26,2,0
10816,2,24,2,0
10817,1,18,2,0
10818,1,21,1,0
10819,5, 0,0,0
10820,1,24,2,0
10821,5, 0,0,0
10822,2,17,2,0
10823,3,19,0,0
10824,1,27,1,0
10825,2,18,2,0
10826,1,21,1,0
10827,1,22,2,0
10828,2,29,2,0
10829,1,17,1,0
10830,1,20,1,0
10831,5, 0,0,0
10832,1,17,2,0
10833,1,20,1,0
10834,2,19,2,0
10835,3,16,0,0
10836,3,19,0,0
10837,1,19,1,0
10838,5, 0,0,0
10839,4,25,0,0
10840,5, 0,0,0
10841,1,23,2,0
10842,5, 0,0,0
10843,1,24,2,0
10844,1,23,2,0
10845,1,27,2,0
10846,1,23,2,0
10847,5, 0,0,0
10848,1,23,2,0
10849,5, 0,0,0
10850,1,25,1,0
10851,1,24,2,0
10852,1,25,2,0
10853,1,19,2,0
10854,1,24,2,0
10855,5, 0,0,0
10856,1,18,2,0
10857,5, 0,0,0
10858,5, 0,0,0
10859,1,17,2,0
10860,5, 0,0,0
10861,1,18,2,0
10862,5, 0,0,0
10863,5, 0,0,0
10864,1,36,2,0
10865,1,19,2,0
10866,1,21,2,0
10867,5, 0,0,0
10868,1,21,2,0
10869,1,15,1,0
10870,1,26,2,0
10871,5, 0,0,0
10872,1,31,2,0
10873,5, 0,0,0
10874,1,28,2,0
10875,1,19,1,0
10876,1,18,2,0
10877,1,23,2,0
10878,2,25,2,0
10879,2,20,2,0
10880,1,21,2,0
10881,1,19,2,0
10882,5, 0,0,0
10883,1,20,2,0
10884,1,29,2,0
10885,1,24,2,0
10886,1,24,2,0
10887,5, 0,0,0
10888,5, 0,0,0
10889,3,20,0,0
10890,1,23,2,0
10891,1,24,2,0
10892,5, 0,0,0
10893,1,30,2,0
10894,1,19,2,0
10895,4,27,0,0
10896,1,21,2,0
10897,1,20,2,0
10898,5, 0,0,0
10899,3,24,0,0
10900,5, 0,0,0
10901,1,25,2,0
10902,1,18,2,0
10903,5, 0,0,0
10904,1,21,2,0
10905,1,17,2,0
10906,1,23,2,0
10907,1,19,1,0
10908,5, 0,0,0
10909,5, 0,0,0
10910,1,19,2,0
10911,3,16,0,0
10912,1,19,2,0
10913,2,26,1,0
10914,2,17,1,0
10915,3,18,0,0
10916,2,21,2,0
10917,2,21,2,0
10918,4,23,0,0
10919,4,18,0,0
10920,1,18,1,0
10921,2,19,1,0
10922,2,22,2,0
10923,1,32,2,0
10924,5, 0,0,0
10925,5, 0,0,0
10926,1,27,2,0
10927,3,19,0,0
10928,1,19,1,0
10929,5, 0,0,0
10930,2,21,2,0
10931,5, 0,0,0
10932,1,24,2,0
10933,2,30,2,0
10934,5, 0,0,0
10935,5, 0,0,0
10936,1,40,2,0
10937,2,24,2,0
10938,1,31,2,0
10939,1,27,2,0
10940,1,23,2,0
10941,1,18,2,0
10942,1,35,2,0
10943,2,18,2,0
10944,5, 0,0,0
10945,1,16,2,0
10946,2,16,2,0
10947,5, 0,0,0
10948,1,19,2,0
10949,1,22,1,0
10950,1,24,2,0
10951,1,17,2,0
10952,1,21,2,0
10953,1,21,2,0
10954,1,21,2,0
10955,1,20,2,0
10956,1,20,1,0
10957,1,22,2,0
10958,1,19,1,0
10959,4,17,0,0
10960,1,18,2,0
10961,1,36,2,0
10962,1,18,2,0
10963,1,19,2,0
10964,3,16,0,0
10965,1,21,2,0
10966,1,19,1,0
10967,1,17,2,0
10968,1,26,2,0
10969,1,22,2,0
10970,1,21,2,0
10971,1,24,2,0
10972,4,17,0,0
10973,2,42,2,0
10974,5, 0,0,0
10975,4,21,0,0
10976,1,17,2,0
10977,5, 0,0,0
10978,5, 0,0,0
10979,2,17,2,0
10980,5, 0,0,0
10981,1,21,2,0
10982,2,18,1,0
10983,2,19,2,0
10984,5, 0,0,0
10985,1,20,2,0
10986,1,19,2,0
10987,4,23,0,0
10988,1,17,2,0
10989,1,18,1,0
10990,1,22,2,0
10991,1,23,2,0
10992,1,18,2,0
10993,1,25,2,0
10994,3,25,0,0
10995,1,22,1,0
10996,1,18,1,0
10997,1,22,2,0
10998,1,22,2,0
10999,1,19,2,0
11000,1,24,2,0
11001,1,23,2,0
11002,1,22,2,0
11003,5, 0,0,0
11004,5, 0,0,0
11005,1,19,2,0
11006,5, 0,0,0
11007,1,30,2,0
11008,1,18,2,0
11009,1,23,2,0
11010,1,17,2,0
11011,3,99,0,0
11012,1,22,2,0
11013,1,16,1,0
11014,1,73,2,0
11015,5, 0,0,0
11016,5, 0,0,0
11017,1,25,2,0
11018,1,26,2,0
11019,1,24,1,0
11020,1,18,2,0
11021,1,25,2,0
11022,2,17,1,0
11023,5, 0,0,0
11024,1,20,2,0
11025,4,22,0,0
11026,1,18,2,0
11027,1,21,2,0
11028,5, 0,0,0
11029,3,21,0,0
11030,1,29,2,0
11031,1,18,2,0
11032,1,17,2,0
11033,1,23,2,0
11034,1,32,2,0
11035,1,15,2,0
11036,2,20,2,0
11037,1,16,1,0
11038,1,22,2,0
11039,1,17,2,0
11040,4,18,0,0
11041,1,20,1,0
11042,3,19,0,0
11043,4,20,0,0
11044,1,99,2,0
11045,5, 0,0,0
11046,1,20,2,0
11047,1,16,2,0
11048,1,26,2,0
11049,1,20,2,0
11050,5, 0,0,0
11051,5, 0,0,0
11052,1,17,2,0
11053,3,18,0,0
11054,3,32,0,0
11055,1,28,2,0
11056,1,18,1,0
11057,2,20,1,0
11058,1,19,2,0
11059,1,25,2,0
11060,1,16,1,0
11061,1,21,2,0
11062,1,20,2,0
11063,1,20,2,0
11064,2,99,2,0
11065,1,21,2,0
11066,1,24,2,0
11067,1,19,2,0
11068,2,19,1,0
11069,3,21,0,0
11070,1,20,1,0
11071,1,17,1,0
11072,1,24,2,0
11073,1,24,2,0
11074,1,24,2,0
11075,5, 0,0,0
11076,1,26,2,0
11077,2,27,9,0
11078,5, 0,0,0
11079,1,19,2,0
11080,1,26,2,0
11081,4,21,0,0
11082,1,19,2,0
11083,2,99,9,0
11084,5, 0,0,0
11085,1,24,2,0
11086,1,26,2,0
11087,1,22,1,0
11088,2,21,2,0
11089,1,23,2,0
11090,5, 0,0,0
11091,1,25,2,0
11092,5, 0,0,0
11093,1,22,1,0
11094,3,16,0,0
11095,1,23,2,0
11096,1,26,2,0
11097,1,17,2,0
11098,1,19,2,0
11099,1,17,2,0
11100,1,24,2,0
11101,1,26,1,0
11102,1,19,1,0
11103,3,18,0,0
11104,5, 0,0,0
11105,2,27,2,0
11106,5, 0,0,0
11107,1,22,2,0
11108,2,22,2,0
11109,1,19,2,0
11110,1,26,2,0
11111,1,18,2,0
11112,3,21,0,0
11113,1,19,1,0
11114,1,29,2,0
11115,1,19,2,0
11116,5, 0,0,0
11117,3,18,0,0
11118,1,23,2,0
11119,5, 0,0,0
11120,1,20,2,0
11121,1,20,1,0
11122,5, 0,0,0
11123,5, 0,0,0
11124,3,21,0,0
11125,5, 0,0,0
11126,1,26,2,0
11127,1,18,2,0
11128,5, 0,0,0
11129,1,22,2,0
11130,2,22,1,0
11131,1,24,2,0
11132,1,26,2,0
11133,1,18,2,0
11134,1,26,2,0
11135,1,18,2,0
11136,2,20,2,0
11137,1,35,2,0
11138,5, 0,0,0
11139,1,18,2,0
11140,1,42,9,0
11141,5, 0,0,0
11142,1,20,2,0
11143,5, 0,0,0
11144,1,20,2,0
11145,5, 0,0,0
11146,1,30,2,0
11147,5, 0,0,0
11148,1,29,2,0
11149,1,34,2,0
11150,2,17,2,0
